,loss,prob_loss,dist_loss,prob_kld,dist_relevant_mae,dist_relevant_mse,dist_dist_iou_metric,val_loss,val_prob_loss,val_dist_loss,val_prob_kld,val_dist_relevant_mae,val_dist_relevant_mse,val_dist_dist_iou_metric,lr
7,0.9052203893661499,0.05231866240501404,4.264508247375488,0.015509662218391895,4.263527870178223,39.34001922607422,0.6275632381439209,0.9143937826156616,0.041872069239616394,4.362608432769775,0.010052829049527645,4.3616623878479,44.592037200927734,0.6075769066810608,0.0003000000142492354
8,0.8726346492767334,0.04902542382478714,4.118046283721924,0.01366378366947174,4.117067337036133,36.688751220703125,0.6413060426712036,0.8559618592262268,0.04338016360998154,4.06290864944458,0.011560852639377117,4.061964988708496,36.198631286621094,0.6528904438018799,0.0003000000142492354
9,0.8998858332633972,0.04615934565663338,4.268631458282471,0.012689819559454918,4.267671585083008,40.189491271972656,0.6273640394210815,0.8536806702613831,0.043612923473119736,4.0503387451171875,0.01178497914224863,4.049397945404053,38.49372482299805,0.6356824636459351,0.0003000000142492354
10,0.8619137406349182,0.05048142373561859,4.057161808013916,0.013211749494075775,4.056243419647217,35.43218994140625,0.6432003974914551,0.8702365159988403,0.04432458057999611,4.129559516906738,0.012505192309617996,4.128669261932373,38.865936279296875,0.6348103880882263,0.0003000000142492354
11,0.8345150351524353,0.04603308066725731,3.9424097537994385,0.012388656847178936,3.941525936126709,33.77092742919922,0.6469143033027649,0.8450556993484497,0.04252176359295845,4.012669563293457,0.010702336207032204,4.011786937713623,35.5081901550293,0.6535906195640564,0.0003000000142492354
12,0.8464339375495911,0.052038125693798065,3.9719791412353516,0.013878506608307362,3.9710516929626465,34.60973358154297,0.6477634310722351,0.8563498258590698,0.042426444590091705,4.069616794586182,0.010607177391648293,4.068735599517822,38.148094177246094,0.6333826780319214,0.0003000000142492354
13,0.84879070520401,0.052680522203445435,3.9805495738983154,0.015381507575511932,3.979574680328369,34.66103744506836,0.6476397514343262,0.884064793586731,0.04458381235599518,4.197404861450195,0.012760206125676632,4.196524143218994,40.41337966918945,0.6236327886581421,0.0003000000142492354
14,0.8507698178291321,0.052677467465400696,3.990461826324463,0.015071125701069832,3.989478588104248,34.438377380371094,0.6506330966949463,0.9289551377296448,0.04226717725396156,4.4334397315979,0.01044454611837864,4.432501316070557,44.92321014404297,0.6018519401550293,0.0003000000142492354
15,0.8699552416801453,0.04998651146888733,4.099843502044678,0.013366472907364368,4.0988874435424805,36.673858642578125,0.6428999900817871,0.8504619598388672,0.04252210631966591,4.039699077606201,0.010702114552259445,4.038838863372803,37.455955505371094,0.6378389000892639,0.0003000000142492354
16,0.8184866905212402,0.046979740262031555,3.857534646987915,0.011707943864166737,3.856667995452881,32.45732879638672,0.6538450717926025,0.8432431817054749,0.04329152777791023,3.999758005142212,0.01147221028804779,3.998927354812622,35.29302215576172,0.6471493244171143,0.0003000000142492354
17,0.8244552612304688,0.04690298065543175,3.887761116027832,0.01157176960259676,3.8868865966796875,33.04391860961914,0.6545330286026001,0.8357610702514648,0.04274611175060272,3.9650747776031494,0.010926115326583385,3.964240312576294,36.05847930908203,0.6428887844085693,0.0003000000142492354
18,0.8125103116035461,0.05136922746896744,3.8057050704956055,0.013514953665435314,3.804809093475342,31.93660545349121,0.6593655943870544,0.8340059518814087,0.04253524914383888,3.9573538303375244,0.010715876705944538,3.956472635269165,33.122371673583984,0.6681094765663147,0.0003000000142492354
19,0.7982253432273865,0.0498150996863842,3.742051124572754,0.012774725444614887,3.741119384765625,30.555526733398438,0.6620165705680847,0.8399972319602966,0.04162169247865677,3.991877555847168,0.009802132844924927,3.990896463394165,32.2208366394043,0.678222119808197,0.0003000000142492354
20,0.8452775478363037,0.053741704672575,3.95767879486084,0.01692570373415947,3.9567477703094482,33.694419860839844,0.6510412096977234,0.777365505695343,0.041761040687561035,3.6780221462249756,0.009941702708601952,3.677103281021118,29.89608383178711,0.677462100982666,0.0003000000142492354
21,0.792839527130127,0.05465461686253548,3.6909241676330566,0.016817018389701843,3.69000244140625,30.04465675354004,0.6708003282546997,0.7879872918128967,0.04326802119612694,3.7235960960388184,0.011448564939200878,3.7227189540863037,30.93138313293457,0.6736049056053162,0.0003000000142492354
22,0.7883443236351013,0.05045650899410248,3.689439058303833,0.012610589154064655,3.6885249614715576,29.847850799560547,0.6706505417823792,0.7945829033851624,0.04264409467577934,3.7596936225891113,0.010824368335306644,3.758821725845337,31.827821731567383,0.6635778546333313,0.0003000000142492354
23,0.8059542775154114,0.04678032919764519,3.7958693504333496,0.011812719516456127,3.7949535846710205,31.794788360595703,0.6627199053764343,0.801282525062561,0.04209776967763901,3.7959237098693848,0.010278425179421902,3.7949886322021484,31.14396858215332,0.673356831073761,0.0003000000142492354
24,0.8170620799064636,0.04801525920629501,3.845233678817749,0.011943550780415535,3.8443100452423096,32.323143005371094,0.6645892858505249,0.7866726517677307,0.042145442217588425,3.7226359844207764,0.0103260837495327,3.7217395305633545,31.095762252807617,0.6692832708358765,0.0003000000142492354
25,0.7842622399330139,0.04945259541273117,3.6740477085113525,0.012456600554287434,3.67313814163208,30.19437026977539,0.6743085384368896,0.7730796337127686,0.04299689084291458,3.650413751602173,0.011177456006407738,3.649538516998291,30.978912353515625,0.6702743172645569,0.0003000000142492354
26,0.8111368417739868,0.05357547849416733,3.787806272506714,0.014616487547755241,3.786839008331299,31.833736419677734,0.6653299927711487,0.7676398754119873,0.044769395142793655,3.614352226257324,0.012950136326253414,3.613462209701538,30.42272186279297,0.668930172920227,0.0003000000142492354
27,0.773795485496521,0.04707380384206772,3.63360857963562,0.012098114006221294,3.632641553878784,29.553258895874023,0.6725839972496033,0.7938480973243713,0.04172598570585251,3.760610342025757,0.009906713850796223,3.7597081661224365,31.357629776000977,0.6655696034431458,0.0003000000142492354
28,0.7740480899810791,0.05095251277089119,3.6154775619506836,0.011975971981883049,3.614557981491089,28.837665557861328,0.6771680116653442,0.7375448942184448,0.04057866334915161,3.4848310947418213,0.008759332820773125,3.483886241912842,28.12468719482422,0.6835349202156067,0.0003000000142492354
29,0.7430953979492188,0.045940857380628586,3.4857730865478516,0.010641666129231453,3.4848580360412598,27.1341609954834,0.6850396990776062,0.7549200654029846,0.0413937084376812,3.567631721496582,0.009573288261890411,3.566671133041382,26.817405700683594,0.6996911764144897,0.0003000000142492354
